Kit Name,Kit Link,Kit Photo,forma_tur
2021-22 Tunisia Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2021-22-tunisia-away-shirt-bnib-866230.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/t/u/tunisia-21-away-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Africa_kits
2021-22 Seychelles Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2019-20-seychelles-home-shirt-bnib-874208.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/e/seychelles-21-home-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Africa_kits
2021-22 Seychelles Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2021-22-seychelles-home-shirt-bnib-874227.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/e/seychelles-21-away-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Africa_kits
1993-95 Ghana Home Shirt (Excellent) L/XL,https://www.classicfootballshirts.co.uk/1993-95-ghana-home-shirt-excellent-m-l-874730.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/g/h/ghana-94-home-front.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Africa_kits
2008-09 Tunisia Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2006-07-tunisia-home-shirt-excellent-xxl-875174.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/t/u/tunisia-08-home_4.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Africa_kits
2021 Inter Miami Away Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2021-inter-miami-away-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/i/n/inter-miami-21-away-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2020-21 Inter Miami Player Issue Authentic Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2020-21-inter-miami-player-issue-authentic-home-shirt-bnib-inm-h20-au-wte-630.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/1/9/193093140859-1_a7jwrbv0sfw1nyca.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
1998-00 Jamaica Home Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/1998-00-jamaica-home-shirt-very-good-l-947177.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/j/a/jamaica-98-home-use_1_9_3_1_2_3_2_2_2_2_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
1998-99 USA Away Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/1998-99-usa-away-shirt-excellent-xl-920969.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/u/s/usa-98-away-tags_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
1996-97 Jamaica Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/1996-97-jamaica-home-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/j/a/jamaica-96-home-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2020-21 Mexico Adidas Anthem Jacket *BNIB*,https://www.classicfootballshirts.co.uk/2020-21-mexico-adidas-track-jacket-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/m/e/mexico-20-jkt-blk-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2008-09 USA Away Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2008-usa-u-23-match-issue-signed-away-shirt-sturgis-5-20000-1.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/u/s/usa-08-away_4.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2018-19 Costa Rica Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2018-19-costa-rica-away-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/c/o/costa-rica-18-away-tags_1_4.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2017-18 Montserrat Away Shirt *As New*,https://www.classicfootballshirts.co.uk/2017-18-montserrat-away-shirt-as-new.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/m/o/montserrat-17-away_2_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2018-19 Montserrat Home Shirt *As New*,https://www.classicfootballshirts.co.uk/2018-19-montserrat-home-shirt-as-new.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/m/o/montserrat-18-home_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2020-21 Montserrat Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2020-21-montserrat-home-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/m/o/montserrat-20-home-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2020-21 Montserrat Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2020-21-montserrat-away-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/m/o/montserrat-20-away-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2018-19 Bonaire Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2018-19-bonaire-home-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/b/o/bonaire-18-home-tags_2_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2018-19 Anguilla Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2018-19-anguilla-away-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/a/n/anguilla-18-away_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2019-20 Trinidad & Tobago Home Shirt *w/Tags*,https://www.classicfootballshirts.co.uk/2019-20-trinidad-tobago-home-shirt-w-tags.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/t/r/trinidad-19-home-tags_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2021-22 Trinidad & Tobago Home shirt *BNIB*,https://www.classicfootballshirts.co.uk/2021-22-trinidad-tobago-home-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/t/_/t_t-h21-tags-1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2021-22 Bahamas Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2014-15-bahamas-home-shirt-bnib-3xl-869654.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/b/a/bahamas-21-home-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2018 Bermuda Away Shirt *As New*,https://www.classicfootballshirts.co.uk/2018-bermuda-away-shirt-as-new1-351.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/b/e/bermuda-18-away_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2018 Bermuda Home Shirt *As New*,https://www.classicfootballshirts.co.uk/2018-bermuda-home-shirt-as-new1-352.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/b/e/bermuda-18-home_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
2018-19 Anguilla Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2018-19-anguilla-away-shirt-bnib-913162.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/a/n/anguilla-18-away-alt-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_America_kits
1999-00 Catalunya Away Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/1999-00-catalunya-home-shirt-excellent-xl-939379.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/c/a/catalunya-99-away.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2010-11 Scotland Away Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/2010-11-scotland-away-shirt-very-good-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-10-away_1_4_3_1_2_1_2_3_1_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2010-11 Scotland Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2010-11-scotland-away-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-10-away_1_4_3_1_2_1_2_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2012-13 Czech Republic Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2012-13-czech-republic-home-shirt-excellent-xl-898238.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/c/z/czech-12-home_4_2_2_3_1_3_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1990 Scottish Football League Centenary Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1990-scottish-football-league-centenary-shirt-excellent-l-892429.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-90-cent_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2022-23 Faroe Islands Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2022-23-faroe-islands-home-shirt-bnib-fai-h22-wte-oer.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/8/0/8051318886406-1_dzvpvgrazvhpg36p.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2022-23 Malta Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2022-23-malta-away-shirt-bnib-mlt-a22-wte-210mal.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/8/0/8051598034542-1_ukvcb3kzjcpygsot.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2020-21 Spain Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2020-21-spain-home-shirt-w-tags-l-spa-h20-red-361-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/4/0/4062049147944-1_ywwbwgdulz18uisv.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2020-21 Scotland Away Shorts *BNIB*,https://www.classicfootballshirts.co.uk/2020-21-scotland-away-shorts-bnib-sco-shh-nvy-021.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/4/0/4059322049781-1_p9galqrcsbsayppl.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1996-98 Romania Home Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/1996-98-romania-home-shirt-very-good-l-945432.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/r/o/romania-96-home_11.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1996-97 Dundalk Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1996-97-dundalk-home-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/d/u/dundalk-96-home.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2014-15 Italy Player Issue Authentic Home Shirt (ACTV Fit) *w/Tags* L,https://www.classicfootballshirts.co.uk/2014-15-italy-player-issue-authentic-home-shirt-actv-fit-w-tags-l-961935.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/i/t/italy-14-home-pi-auth-tags_3_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1998-99 Bulgaria Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1998-99-bulgaria-away-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/b/u/bulgaria-98-away-mw-14-front_1_copy.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2006-08 Sweden Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2006-08-sweden-away-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/w/sweden-06-away_5_1_1_1_1_1_2_1_2_1_1_2_2_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1996-98 Romania Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1996-98-romania-home-shirt-excellent-l-964892.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/r/o/romania-96-home_10_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2019-20 Ireland Player Issue Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2019-20-ireland-player-issue-away-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/i/r/ireland-19-away-pi-ns-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2000-02 Turkey Away Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/2000-02-turkey-away-shirt-very-good-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/t/u/turkey-00-away_5_1_3_1_2_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2000-02 Sweden Home Player Issue Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2000-02-sweden-home-player-issue-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/w/sweden-00-home_4.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2003-05 Scotland Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2003-05-scotland-home-shirt-excellent-l-951252.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-03-home-new_3_1_2_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1996 Holland Player Issue Away Shirt *w/Tags* M/L,https://www.classicfootballshirts.co.uk/1996-holland-player-issue-away-shirt-w-tags-m-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/h/o/holland-96-away.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2000-02 Scotland Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2000-02-scotland-away-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-00-away-new_2_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2012-13 Norway Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2012-13-norway-home-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/o/norway-12-home_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1994 Holland Player Issue Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/1994-holland-player-issue-home-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/h/o/holland-94-home-alt_6_1_2_1_1_2_1_1_2_2_1_1_1_1_1_2_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1996-98 Sweden Away Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/1996-98-sweden-away-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/w/sweden-96-away-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2000-02 Turkey Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2000-02-turkey-away-shirt-excellent-l-941336.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/t/u/turkey-00-away_5_1_3_1_2_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2013 Spain Confederation Cup Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2013-spain-confederation-cup-home-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/p/spain-12-home-confed-tags_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2013 Spain Confederation Cup Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2013-spain-confederation-cup-home-shirt-w-tags-l-963512.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/p/spain-12-home-confed-tags_3_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2012-13 Germany Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2012-13-germany-home-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/g/e/germany-12-home-tags_6_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2008 Poland Home Shirt *w/Tags*,https://www.classicfootballshirts.co.uk/2008-poland-home-shirt-good-s-907514.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/p/o/poland-08-home-wte-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2014-15 Italy Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2014-15-italy-home-shirt-excellent-l-951012.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/i/t/italy-14-home-asnew_3_2_1_1_5_2_4_1_1_2_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1998-00 Holland Away Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/1998-00-holland-away-shirt-very-good-l-943326.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/h/o/holland-98-away_10.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2022-23 Georgia Home Shirt *BNIB* L,https://www.classicfootballshirts.co.uk/2022-23-georgia-home-shirt-bnib-l-geo-h22-wte-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/5/8/5856375508-1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2022-23 Georgia Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2022-23-georgia-away-shirt-bnib-geo-a22-red.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/5/8/5856375608-1_8bnt4qe5ntggudei.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1994-95 Ireland Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/1994-95-ireland-home-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/i/r/ireland-95-home-tags_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1996-97 Belgium Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1996-97-belgium-home-shirt-very-good-xl-901406.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/b/e/belgium-96-home_3_1_1_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2022-23 Italy Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2022-23-italy-home-shirt-bnib-ita-h22-blu-643-01.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/4/0/4064537876923-1_et9kn1ehzuutruko.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2002-04 Germany Home Shirt *BNIB* L,https://www.classicfootballshirts.co.uk/2002-04-germany-home-shirt-bnib-l-938939.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/g/e/germany-02-home_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1999-00 Scotland Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1999-00-scotland-away-shirt-excellent-l-963483.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-99-away-new_1_1_1_1_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2014-15 Serbia Home Shirt *BNIB* L,https://www.classicfootballshirts.co.uk/2014-15-serbia-home-shirt-bnib-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/e/serbia-14-home-tags_5_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1990-92 Northern Ireland Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1990-92-northern-ireland-home-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/-/n-ireland-90-home_4_1_2_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2008-10 Wales Home Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/2008-10-wales-home-shirt-very-good-l-921256.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/w/a/wales-08-home_4_1_1_1_1_1_1_2_1_1_3_1_1_2_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2022-23 Iceland Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2022-23-iceland-home-shirt-bnib-937388.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/i/c/iceland-22-home-tags.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2008-10 Switzerland Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2008-10-switzerland-away-shirt-excellent-l-955077.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/w/switzerland-08-away_3_2_2_2_1_3_1_2_1_1_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2006-08 Northern Ireland Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2006-08-northern-ireland-home-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/-/n-ireland-06-home_2_1_2_1_1_2_3_1_1_1_2_1_2_2_2_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2000-02 Norway Away Shirt (Good) L,https://www.classicfootballshirts.co.uk/2000-02-norway-away-shirt-good-l-2.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/o/norway-00-away_5_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1992-94 Northern Ireland Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1992-94-northern-ireland-home-shirt-excellent-xl-837039.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/_/n.-ireland-92-home_8_3_1_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2016-17 France Home Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2016-17-france-home-shirt-excellent-s-920465.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/f/r/france-16-home-tags_5.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2016-17 Spain Away Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2016-17-spain-away-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/p/spain-16-away-tags_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2014-15 Holland Away Shirt *w/Tags L,https://www.classicfootballshirts.co.uk/2014-15-holland-away-shirt-w-tags-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/h/o/holland-14-away-tags_1_.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2012-13 Switzerland Player Issue Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2012-13-switzerland-player-issue-home-shirt-excellent-l-957100.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/w/switzerland-12-home-pi_4_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1990-92 Northern Ireland Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1990-92-northern-ireland-away-shirt-excellent-l-4.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/-/n-ireland-90-away-mw-_3_3_4_2_1_1_3.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2002 Denmark Player Issue World Cup Signed Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2002-denmark-player-issue-world-cup-signed-home-shirt-excellent-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/d/e/denmark-02-home-wc-signed-front.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1992-94 Northern Ireland Home Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/1992-94-northern-ireland-home-shirt-excellent-l-2.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/_/n.-ireland-92-home_8_3_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2008-10 Sweden Away Shirt (Excellent) L,https://www.classicfootballshirts.co.uk/2008-10-sweden-away-shirt-excellent-l-918418.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/w/sweden-08-away-use_2_1_1_2_2_1_1_1_1_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2010-11 Northern Ireland Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2010-11-northern-ireland-home-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/-/n-ireland-10-home-tags_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2011-12 Northern Ireland Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/2011-12-northern-ireland-away-shirt-bnib.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/n/-/n-ireland-11-away-tags_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
2002-04 Belgium Player Issue Away Shirt *w/Tags* L,https://www.classicfootballshirts.co.uk/2002-04-belgium-away-shirt-excellent-xxl-854600.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/b/e/belgium-02-away-tags-pi.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1991-94 Scotland Home Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/1991-94-scotland-home-shirt-very-good-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-91-home_1_1_1_1_3_2_1_1_1_2_1_1_1_3_1_1_1_1_1_2_1_1_1_1_1_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1994-96 Italy Home Shirt *Mint* L,https://www.classicfootballshirts.co.uk/1994-96-italy-home-shirt-mint-l.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/i/t/italy-95-home-use_9_1.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
1991-94 Scotland Home Shirt (Very Good) L,https://www.classicfootballshirts.co.uk/1991-94-scotland-home-shirt-very-good-l-959471.html,"https://images.classicfootballshirts.co.uk/pub/media/catalog/product/s/c/scotland-91-home_1_1_1_1_3_2_1_1_1_2_1_1_1_3_1_1_1_1_1_2_1_1_1_1_1_1_2.jpg/tr:w-500,h-500,dpr-2,q-50,cm-pad_resize",National_Europe_kits
